id,event_type,event_cause,latitude,longitude,endlatitude,endlongitude,requires_road_closure,priority,corridor,corridor_weight,veh_type,police_station,zone,address,start_ist,hour,dow,is_weekend,month,dist_to_cbd_km,has_endpoint,duration_min,status,impact_score,severity,duration_band,expected_minutes,p_road_closure,p_high_priority
FKID004634,unplanned,accident,13.09591716,77.56173962,,,0,Low,Non-corridor,0.3846812675884008,unknown,Yelahanka,North Zone 2,"2nd Main Road, Kaveri Layout, Sector 3, Dr. Shivaram Karanth Layout, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India",2023-11-18 14:54:48.962284+05:30,14.0,5.0,1,11.0,14.13,0,26.38407085,closed,34.6,Moderate,<1h,65,0.0,0.0
FKID004635,unplanned,accident,13.0489064,77.4968648,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Chikkabanavara,North Zone 2,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2023-11-19 00:12:09.004000+05:30,0.0,6.0,1,11.0,14.21,0,,closed,33.9,Moderate,<1h,58,0.001,0.0
FKID004636,unplanned,vehicle_breakdown,12.9621751,77.630028,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Halasur,Central Zone 1,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",2024-01-10 11:17:23.885000+05:30,11.0,2.0,0,1.0,3.16,0,38.4014269,closed,34.2,Moderate,<1h,61,0.0,0.0
FKID004637,unplanned,vehicle_breakdown,12.99827828,77.66343478,0.0,0.0,0,High,ORR North 1,0.0336473755047106,others,Banaswadi,Central Zone 1,"4th Main Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",2024-01-10 11:41:03.651000+05:30,11.0,2.0,0,1.0,6.85,0,22.08807725,closed,40.5,Moderate,<1h,43,0.0,1.0
FKID004638,unplanned,vehicle_breakdown,12.9970209,77.6641897,0.0,0.0,0,High,ORR North 1,0.0336473755047106,truck,Banaswadi,East Zone 2,"MBT Road, Skyline Atlantis Apartment, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-01-10 10:20:31.920000+05:30,10.0,2.0,0,1.0,6.88,0,,closed,44.9,Moderate,<1h,91,0.0,1.0
FKID004639,unplanned,vehicle_breakdown,13.0574195,77.4729628,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,No Police Station,Unknown,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",2024-01-10 11:00:44.562000+05:30,11.0,2.0,0,1.0,16.89,0,,closed,31.7,Moderate,<1h,39,0.0,0.001
FKID004640,planned,construction,13.0728062,77.6022497,13.0727961,77.6022509,1,Low,Non-corridor,0.3846812675884008,unknown,Hebbala,North Zone 1,"KV Jairam Road, BGS Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",2023-12-09 06:10:20.242000+05:30,6.0,5.0,1,12.0,10.78,1,120.4293,closed,71.1,Critical,1-6h,204,0.998,0.0
FKID004641,planned,public_event,12.8983117,77.6055099,12.8978712,77.6064087,1,Low,Non-corridor,0.3846812675884008,unknown,Mico Layout,South Zone 2,"4th Cross Road, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",2024-01-09 13:03:57.767000+05:30,13.0,1.0,0,1.0,8.63,1,1471.8038833333333,closed,84.0,Critical,>24h,1836,1.0,0.0
FKID004642,planned,construction,12.8819199,77.5504489,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Thalagattapura,South Zone 1,"Anjanapura Main Road, Kristal Dolomite, Narayana Nagar, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)",2024-01-09 13:55:23.294000+05:30,13.0,1.0,0,1.0,11.98,0,1441.3784333333335,closed,54.7,High,>24h,2034,0.001,0.001
FKID004643,unplanned,vehicle_breakdown,13.0027412,77.6796932,0.0,0.0,0,High,ORR East 2,0.0228802153432032,bmtc_bus,K.R. Pura,East Zone 2,"Old Madras Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",2023-11-19 01:15:36.785000+05:30,1.0,6.0,1,11.0,8.68,0,72.49902041666665,closed,47.3,Moderate,1-6h,168,0.0,0.999
FKID004644,planned,construction,12.9695891,77.7006312,0.0,0.0,0,High,ORR East 2,0.0228802153432032,unknown,HAL Old Airport,East Zone 1,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-10 02:25:57.240000+05:30,2.0,2.0,0,1.0,10.44,0,729.8126666666667,closed,55.9,High,6-24h,720,0.0,1.0
FKID004645,unplanned,accident,12.87567087,77.54369931,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Thalagattapura,South Zone 1,"Konanakunte Main Road, Bayanapalya, Bengaluru, Karnataka. Pin-560109 (India)",2023-11-19 02:28:59.735000+05:30,2.0,6.0,1,11.0,12.95,0,,closed,42.5,Moderate,<1h,253,0.0,0.0
FKID004646,planned,construction,12.9693211,77.7012017,0.0,0.0,0,High,ORR East 2,0.0228802153432032,unknown,HAL Old Airport,East Zone 1,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2023-11-19 02:33:07.423000+05:30,2.0,6.0,1,11.0,10.5,0,722.6429499999999,closed,55.8,High,6-24h,717,0.0,1.0
FKID004647,unplanned,vehicle_breakdown,13.0200175,77.5837123,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,private_car,Sadashivanagar,West Zone 2,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",2023-11-19 03:33:12.241000+05:30,3.0,6.0,1,11.0,5.4,0,40.69936873333334,closed,47.7,Moderate,<1h,74,0.0,0.995
FKID004648,unplanned,vehicle_breakdown,13.0891594,77.5960975,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,heavy_vehicle,Yelahanka,Unknown,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",2024-01-22 17:35:28.146000+05:30,17.0,0.0,0,1.0,12.63,0,43.00044726666667,closed,43.0,Moderate,<1h,53,0.0,1.0
FKID004649,unplanned,others,13.057345,77.4725633,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,No Police Station,Unknown,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",2023-12-09 10:05:37.023000+05:30,10.0,5.0,1,12.0,16.92,0,,closed,49.2,Moderate,<1h,797,0.0,0.0
FKID004650,unplanned,vehicle_breakdown,13.0600562,77.4632125,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,No Police Station,Unknown,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",2023-11-19 02:09:54.286000+05:30,2.0,6.0,1,11.0,17.94,0,,closed,39.8,Moderate,<1h,160,0.0,0.0
FKID004651,unplanned,others,13.0574942,77.4725428,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,No Police Station,Unknown,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",2023-12-09 10:03:14.926000+05:30,10.0,5.0,1,12.0,16.93,0,,closed,49.4,Moderate,<1h,831,0.0,0.0
FKID004652,unplanned,water_logging,12.936533,77.7038371,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,HAL Old Airport,Unknown,"Panathur Main Road, Subbanna Apartment, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",2024-01-23 02:10:05.409000+05:30,2.0,1.0,0,1.0,11.62,0,,closed,54.9,High,>24h,2111,0.0,0.0
FKID004653,planned,construction,13.0493257,77.645601,13.0493825,77.6455068,1,Low,Non-corridor,0.3846812675884008,unknown,Hennuru,East Zone 2,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",2024-01-11 01:10:46.980000+05:30,1.0,3.0,0,1.0,9.3,1,6237.622645016667,closed,83.5,Critical,>24h,1662,1.0,0.0
FKID004654,unplanned,vehicle_breakdown,12.9524768,77.6997647,0.0,0.0,0,High,ORR East 1,0.0298543986296341,bmtc_bus,HAL Old Airport,Unknown,"Outer Ring Road, Salarpuria Sattva Supreme, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-23 02:12:32.159000+05:30,2.0,1.0,0,1.0,10.65,0,12.8765419,closed,42.8,Moderate,<1h,68,0.0,1.0
FKID004655,unplanned,vehicle_breakdown,12.9856366,77.4863683,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,Kamakshipalya,Unknown,"Magadi Main Road, Vishweshwaraya Nagar, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",2024-01-23 02:46:37.242000+05:30,2.0,1.0,0,1.0,12.85,0,52.71905041666666,closed,31.2,Moderate,<1h,36,0.0,0.001
FKID004656,unplanned,vehicle_breakdown,12.96753749,77.70197706,0.0,0.0,0,High,ORR East 2,0.0228802153432032,heavy_vehicle,HAL Old Airport,Unknown,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-23 00:50:46.257000+05:30,0.0,1.0,0,1.0,10.6,0,,closed,38.0,Moderate,<1h,33,0.0,1.0
FKID004657,unplanned,vehicle_breakdown,12.8689366,77.5363322,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,ksrtc_bus,Thalagattapura,Unknown,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2024-01-23 02:48:11.167000+05:30,2.0,1.0,0,1.0,14.0,0,62.614986433333335,closed,30.9,Moderate,<1h,34,0.0,0.001
FKID004658,unplanned,construction,13.0741677,77.6516608,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Hennuru,Unknown,"Hennur Main Road, True North by Livingwalls, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",2024-01-23 02:09:09.352000+05:30,2.0,1.0,0,1.0,12.06,0,1436.9409212833334,closed,49.5,Moderate,6-24h,842,0.001,0.0
FKID004659,unplanned,vehicle_breakdown,13.0418082,77.5474239,0.0,0.0,0,High,ORR North 2,0.0287532117949345,others,Jalahalli,North Zone 2,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",2023-11-19 05:43:57.433000+05:30,5.0,6.0,1,11.0,9.59,0,,closed,39.3,Moderate,<1h,38,0.0,1.0
FKID004660,unplanned,others,13.03221,77.58787,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,unknown,Kodigehalli,North Zone 2,"Bellary Road, TP Venugopal Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",2023-11-19 08:15:48.779000+05:30,8.0,6.0,1,11.0,6.52,0,185.8108202333333,closed,56.5,High,1-6h,334,0.0,1.0
FKID004661,unplanned,accident,12.9625796,77.5124517,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Jnanabharathi,Unknown,"Dr Rajkumar Puniya Bhoomi Road, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",2024-01-23 01:55:30.627000+05:30,1.0,1.0,0,1.0,10.08,0,,closed,33.4,Moderate,<1h,53,0.0,0.001
FKID004662,planned,construction,12.9696589,77.7006699,0.0,0.0,0,High,ORR East 2,0.0228802153432032,unknown,HAL Old Airport,East Zone 1,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2023-12-09 02:28:11.497000+05:30,2.0,5.0,1,12.0,10.44,0,727.5750499999999,closed,55.8,High,6-24h,719,0.0,1.0
FKID004663,unplanned,vehicle_breakdown,13.02339,77.5848618,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,ksrtc_bus,R.T. Nagar,North Zone 2,"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",2023-11-19 07:51:01.682000+05:30,7.0,6.0,1,11.0,5.69,0,,closed,45.3,Moderate,<1h,49,0.0,1.0
FKID004664,unplanned,vehicle_breakdown,12.9424948,77.7466463,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,Whitefield,East Zone 1,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",2023-12-09 15:32:29.969000+05:30,15.0,5.0,1,12.0,15.84,0,32.470111116666665,closed,30.8,Moderate,<1h,34,0.0,0.0
FKID004665,unplanned,vehicle_breakdown,13.1091483,77.60362,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,taxi,Yelahanka,North Zone 2,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",2024-01-11 02:04:48.488000+05:30,2.0,3.0,0,1.0,14.82,0,74.9959374,closed,49.2,Moderate,1-6h,153,0.0,1.0
FKID004666,unplanned,vehicle_breakdown,12.943155,77.7470803,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Whitefield,East Zone 1,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",2023-12-09 16:47:35.820000+05:30,16.0,5.0,1,12.0,15.87,0,,closed,31.0,Moderate,<1h,35,0.0,0.0
FKID004667,unplanned,vehicle_breakdown,12.9459584,77.4693985,12.946679,77.4680739,1,Low,Non-corridor,0.3846812675884008,truck,Kengeri,Unknown,"NICE Road, Udaya Layout, Kenchanapura, Bengaluru, Karnataka. Pin-560060 (India)",2023-12-09 18:50:59.762000+05:30,18.0,5.0,1,12.0,15.01,1,,closed,65.2,High,<1h,73,1.0,0.0
FKID004668,unplanned,others,13.0366858,77.5901,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,unknown,Hebbala,North Zone 2,"5th Main Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",2023-11-19 12:14:48.306000+05:30,12.0,6.0,1,11.0,6.94,0,,active,55.7,High,1-6h,288,0.0,1.0
FKID004669,unplanned,others,13.0384993,77.5895607,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,unknown,Hebbala,North Zone 2,"Bellary Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",2023-11-19 12:16:54.145000+05:30,12.0,6.0,1,11.0,7.15,0,,active,53.6,High,1-6h,201,0.0,1.0
FKID004670,planned,construction,12.9694684,77.7006456,0.0,0.0,0,High,ORR East 2,0.0228802153432032,unknown,HAL Old Airport,East Zone 1,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-11 02:35:08.219000+05:30,2.0,3.0,0,1.0,10.44,0,720.6296833333333,closed,55.9,High,6-24h,720,0.0,1.0
FKID004671,unplanned,procession,12.989998,77.5031421,0.0,0.0,0,High,Magadi Road,0.0299767527223785,unknown,Kamakshipalya,West Zone 1,"3rd Cross Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",2023-11-19 14:12:35.463000+05:30,14.0,6.0,1,11.0,11.09,0,,closed,50.1,High,1-6h,240,0.0,1.0
FKID004672,unplanned,vehicle_breakdown,13.0801789,77.5023143,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Chikkabanavara,Unknown,"Hesaraghatta Main Road, Chikkabanavara, Bengaluru, Karnataka. Pin-560090 (India)",2024-01-11 03:20:36.158000+05:30,3.0,3.0,0,1.0,16.03,0,14.4955594,closed,32.3,Moderate,<1h,44,0.0,0.0
FKID004673,unplanned,vehicle_breakdown,13.1097617,77.6032733,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,heavy_vehicle,Yelahanka,North Zone 2,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",2024-01-11 02:11:29.576000+05:30,2.0,3.0,0,1.0,14.89,0,68.20895490000001,closed,46.4,Moderate,<1h,96,0.0,1.0
FKID004674,unplanned,construction,13.0904756,77.60245,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Yelahanka,North Zone 2,"Jakkur Main Road, Venkat Wings Royal, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",2023-12-10 02:25:11.662000+05:30,2.0,6.0,1,12.0,12.74,0,7661.4715138,closed,54.5,High,>24h,1977,0.0,0.0
FKID004675,unplanned,vehicle_breakdown,13.0033728,77.5836623,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,heavy_vehicle,Sadashivanagar,Unknown,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",2024-01-23 01:37:55.048000+05:30,1.0,1.0,0,1.0,3.8,0,,closed,46.6,Moderate,<1h,60,0.0,1.0
FKID004676,unplanned,vehicle_breakdown,13.0477372,77.5008666,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,Chikkabanavara,North Zone 2,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2023-11-19 17:36:46.426000+05:30,17.0,6.0,1,11.0,13.78,0,,closed,32.2,Moderate,<1h,43,0.0,0.0
FKID004677,unplanned,vehicle_breakdown,12.9872859,77.7368416,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,Whitefield,Unknown,"Whitefield Road, International Technology Park Bangalore, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-01-23 03:04:49.430000+05:30,3.0,1.0,0,1.0,14.4,0,,closed,34.1,Moderate,<1h,60,0.0,0.0
FKID004678,unplanned,vehicle_breakdown,13.0473723,77.5006138,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,Peenya,West Zone 1,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2023-11-19 17:45:38.896000+05:30,17.0,6.0,1,11.0,13.78,0,,closed,32.0,Moderate,<1h,41,0.0,0.0
FKID004679,unplanned,vehicle_breakdown,12.9996421,77.5838816,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,heavy_vehicle,Sadashivanagar,West Zone 2,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",2024-01-11 04:36:57.478000+05:30,4.0,3.0,0,1.0,3.46,0,,closed,51.1,High,1-6h,132,0.0,1.0
FKID004680,planned,construction,13.026383,77.5803894,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Kodigehalli,North Zone 2,"Dr Rajgopal Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",2023-12-06 02:49:13.312000+05:30,2.0,2.0,0,12.0,6.19,0,5760.544800000001,closed,54.2,High,>24h,1886,0.0,0.0
FKID004681,unplanned,vehicle_breakdown,13.0573983,77.4730383,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,truck,No Police Station,Unknown,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",2024-01-11 02:31:35.756000+05:30,2.0,3.0,0,1.0,16.88,0,,closed,32.1,Moderate,<1h,42,0.0,0.0
FKID004682,unplanned,others,12.945192,77.4953199,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Jnanabharathi,West Zone 1,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",2023-11-20 01:10:29.591000+05:30,1.0,0.0,0,11.0,12.31,0,392.16103275,closed,48.5,Moderate,6-24h,706,0.0,0.0
FKID004683,unplanned,others,13.0436283,77.6022483,0.0,0.0,0,High,ORR North 1,0.0336473755047106,unknown,Hebbala,North Zone 1,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",2024-01-11 05:17:46.214000+05:30,5.0,3.0,0,1.0,7.53,0,,active,60.3,High,>24h,1276,0.0,1.0
FKID004684,planned,construction,12.9093833,77.5496433,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,K.S. Layout,South Zone 1,"Subramanyapura Main Road, Canara Bank Colony, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",2023-12-10 04:59:02.667000+05:30,4.0,6.0,1,12.0,9.49,0,,closed,53.9,High,>24h,1802,0.0,0.0
FKID004685,unplanned,vehicle_breakdown,13.0493864,77.5942175,13.0478645,77.592087,1,High,Bellary Road 1,0.0746359965740854,heavy_vehicle,Hebbala,North Zone 1,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",2023-11-20 01:39:57.865000+05:30,1.0,0.0,0,11.0,8.25,1,83.15135861666666,closed,82.1,Critical,1-6h,164,0.989,1.0
FKID004686,unplanned,vehicle_breakdown,12.9966168,77.5848161,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,others,High ground,Central Zone 2,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2024-01-11 04:44:08.607000+05:30,4.0,3.0,0,1.0,3.14,0,40.08785518333333,closed,45.7,Moderate,<1h,52,0.0,1.0
FKID004687,unplanned,vehicle_breakdown,12.9961799,77.5848005,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,taxi,High ground,Central Zone 2,"Sankey Road, Chandravarkar Layout, Jayamahal, Bengaluru, Karnataka. Pin-560020 (India)",2023-11-20 02:37:41.992000+05:30,2.0,0.0,0,11.0,3.11,0,85.08149098333334,closed,52.1,High,1-6h,156,0.0,1.0
FKID004688,unplanned,vehicle_breakdown,12.9997059,77.5839711,0.0,0.0,0,High,Bellary Road 1,0.0746359965740854,bmtc_bus,Sadashivanagar,West Zone 2,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",2024-01-11 06:33:41.123000+05:30,6.0,3.0,0,1.0,3.46,0,65.8663165,closed,52.3,High,1-6h,163,0.0,1.0
FKID004689,unplanned,vehicle_breakdown,13.0472913,77.5007091,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,lcv,Peenya,West Zone 1,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2023-11-20 03:22:26.750000+05:30,3.0,0.0,0,11.0,13.76,0,102.04546606666666,closed,39.1,Moderate,1-6h,141,0.0,0.0
FKID004690,unplanned,vehicle_breakdown,13.0459483,77.5808312,0.0,0.0,0,High,ORR North 2,0.0287532117949345,truck,Kodigehalli,North Zone 2,"Outer Ring Road, Brigade Senate 2, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",2024-01-11 04:11:12.450000+05:30,4.0,3.0,0,1.0,8.2,0,,closed,43.7,Moderate,<1h,81,0.0,1.0
FKID004691,unplanned,others,13.0422533,77.6418933,0.0,0.0,0,High,Airport New South Road,0.0081977242138749,unknown,Hennuru,East Zone 2,"Hennur Main Road, Kumar Prospera, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",2024-01-11 06:58:38.129000+05:30,6.0,3.0,0,1.0,8.42,0,16.642737933333333,closed,46.9,Moderate,<1h,201,0.0,1.0
FKID004692,unplanned,vehicle_breakdown,12.9146669,77.5658108,0.0,0.0,0,High,ORR West 1,0.0205554875810595,others,Banashankari,South Zone 1,"Dr Rajkumar Puniya Bhoomi Road, Bhawani Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",2023-11-20 04:02:11.544000+05:30,4.0,0.0,0,11.0,8.0,0,,closed,46.1,Moderate,1-6h,141,0.0,1.0
FKID004693,unplanned,pot_holes,12.9959693,77.6679126,0.0,0.0,0,High,ORR North 1,0.0336473755047106,unknown,Mahadevapura,East Zone 2,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2023-12-19 03:32:50.694000+05:30,3.0,1.0,0,12.0,7.22,0,,closed,62.8,High,>24h,1946,0.0,1.0
FKID004694,unplanned,pot_holes,12.994761,77.6985778,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,Mahadevapura,Unknown,"Whitefield Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-01-23 07:05:00.085000+05:30,7.0,1.0,0,1.0,10.41,0,,closed,55.1,High,>24h,2069,0.0,0.025
FKID004695,unplanned,congestion,13.0010805,77.5947981,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,unknown,R.T. Nagar,Central Zone 2,"Jayamahal Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",2023-11-20 04:38:09.540000+05:30,4.0,0.0,0,11.0,2.99,0,,closed,39.8,Moderate,<1h,159,0.0,0.0
FKID004696,unplanned,vehicle_breakdown,13.0005223,77.6762205,0.0,0.0,0,High,ORR East 2,0.0228802153432032,bmtc_bus,Banaswadi,Unknown,"Outer Ring Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",2024-01-23 07:16:48.618000+05:30,7.0,1.0,0,1.0,8.24,0,6.547450666666666,closed,39.9,Moderate,<1h,46,0.0,1.0
FKID004697,unplanned,tree_fall,13.0571847,77.5887835,13.0571847,77.5887835,1,Low,Non-corridor,0.3846812675884008,unknown,Kodigehalli,North Zone 1,"Shakar Nagar Road, Sanjiveeni Nagar, Hebbal, Bengaluru, Karnataka. Pin-560092 (India)",2024-01-11 08:06:14.751000+05:30,8.0,3.0,0,1.0,9.2,1,,active,75.0,Critical,1-6h,398,0.996,0.0
FKID004698,unplanned,vehicle_breakdown,13.0054924,77.685631,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,bmtc_bus,K.R. Pura,East Zone 2,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",2023-11-20 04:47:00.794000+05:30,4.0,0.0,0,11.0,9.39,0,41.68275345,closed,33.0,Moderate,<1h,49,0.0,0.0
FKID004699,unplanned,vehicle_breakdown,12.9407935,77.7470493,0.0,0.0,0,Low,Non-corridor,0.3846812675884008,heavy_vehicle,Whitefield,East Zone 1,"Varthur Main Road, Gandhi Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",2023-11-20 05:20:32.035000+05:30,5.0,0.0,0,11.0,15.93,0,40.976809116666665,closed,31.7,Moderate,<1h,40,0.0,0.0
FKID004700,planned,public_event,13.013618,77.5542469,0.0,0.0,0,High,West of Chord Road,0.021289612137526,unknown,Malleshwaram,West Zone 2,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2023-11-20 05:56:36.551000+05:30,5.0,0.0,0,11.0,6.87,0,121.15748333333332,closed,50.2,High,1-6h,282,0.0,1.0
FKID004701,unplanned,vehicle_breakdown,13.1356101,77.6174033,0.0,0.0,0,High,Bellary Road 2,0.0463722011501284,heavy_vehicle,Yelahanka,Unknown,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",2024-01-23 09:25:38.972000+05:30,9.0,1.0,0,1.0,17.81,0,,closed,44.7,Moderate,<1h,71,0.0,1.0
